region,period,indicator,group,label,value_type,n_woreda,n_reported,n_pairs,num_sum,denom_sum,pct_reported,value_pct,value_pct_capped
South Ethiopia,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,96,96,96,8,96,100,8.333333333333334,8.333333333333334
South Ethiopia,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,96,96,96,10,96,100,10.416666666666666,10.416666666666666
Tigray,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,84,12,5,5,16,14.3,31.25,31.25
Addis Ababa,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,11,11,3,5,5,100,100,100
Addis Ababa,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,120,120,31,36,37,100,97.29729729729729,97.29729729729729
Addis Ababa,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,119,119,30,35,36,100,97.22222222222223,97.22222222222223
Afar,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,40,40,2,0,2,100,0,0
Afar,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,40,40,4,0,4,100,0,0
Afar,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,40,40,0,0,0,100,NA,NA
Amhara,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,23,23,9,7,9,100,77.77777777777777,77.77777777777777
Benishangul Gumuz,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,23,23,6,12,13,100,92.3076923076923,92.3076923076923
Benishangul Gumuz,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,23,23,4,4,4,100,100,100
Central Ethiopia,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,82,82,82,82,97,100,84.5360824742268,84.5360824742268
Dire Dawa,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,18,0,0,0,0,0,NA,NA
Gambella,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,14,14,9,0,9,100,0,0
Gambella,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,9,9,3,0,3,100,0,0
Harari,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,9,9,1,1,1,100,100,100
Harari,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,1,1,0,0,0,100,NA,NA
Oromia,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,444,0,0,0,0,0,NA,NA
Oromia,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,430,22,18,18,18,5.1,100,100
Oromia,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,8,0,0,0,0,0,NA,NA
Sidama,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,38,38,7,0,7,100,0,0
Sidama,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,38,38,1,1,1,100,100,100
Sidama,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,38,38,2,2,2,100,100,100
Somali,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,96,96,6,0,6,100,0,0
South Ethiopia,2025-Wk16-27,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,96,96,7,0,7,100,0,0
South Ethiopia,2025-Wk28-52,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,96,96,3,0,3,100,0,0
Tigray,2025-Wk03-15,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,11,11,3,5,5,100,100,100
Addis Ababa,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,120,120,31,1,37,100,2.7027027027027026,2.7027027027027026
Addis Ababa,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,119,119,30,1,36,100,2.7777777777777777,2.7777777777777777
Afar,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,40,40,2,2,2,100,100,100
Afar,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,40,40,4,4,4,100,100,100
Afar,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,40,40,0,0,0,100,NA,NA
Amhara,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,23,23,9,9,9,100,100,100
Benishangul Gumuz,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,23,23,6,13,13,100,100,100
Benishangul Gumuz,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,23,23,4,4,4,100,100,100
Central Ethiopia,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,82,82,82,97,97,100,100,100
Dire Dawa,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,18,18,0,0,0,100,NA,NA
Gambella,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,14,14,9,9,9,100,100,100
Gambella,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,9,9,3,3,3,100,100,100
Harari,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,9,9,1,1,1,100,100,100
Harari,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,1,1,0,0,0,100,NA,NA
Oromia,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,444,0,0,0,0,0,NA,NA
Oromia,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,430,26,18,18,18,6,100,100
Oromia,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,8,0,0,0,0,0,NA,NA
Sidama,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,38,38,7,7,7,100,100,100
Sidama,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,38,38,1,0,1,100,0,0
Sidama,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,38,38,2,1,2,100,50,50
Somali,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,96,96,6,6,6,100,100,100
South Ethiopia,2025-Wk16-27,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,96,96,7,7,7,100,100,100
South Ethiopia,2025-Wk28-52,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,96,96,3,3,3,100,100,100
Tigray,2025-Wk03-15,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,11,11,11,5,4104860.154443934,100,1.2180682926766665e-6,1.2180682926766665e-6
Addis Ababa,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,120,120,117,295,3979602.999066361,100,7.41279972070603e-5,7.41279972070603e-5
Addis Ababa,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,119,119,116,0,3929883.999066361,100,0,0
Afar,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,40,40,2,463,81041.36215388753,100,0.005713132006848802,0.005713132006848802
Afar,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,40,39,6,276,300680.13509639207,97.5,9.179189703088297e-4,9.179189703088297e-4
Afar,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,40,40,0,0,0,100,NA,NA
Benishangul Gumuz,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,23,23,9,1875,488066,100,0.003841693541447263,0.003841693541447263
Benishangul Gumuz,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,23,23,1,81,24767,100,0.003270480881818549,0.003270480881818549
Benishangul Gumuz,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,23,23,4,291,343458,100,8.472651677934419e-4,8.472651677934419e-4
Central Ethiopia,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,82,82,81,66471,6662521.8545904,100,0.00997685282701208,0.00997685282701208
Dire Dawa,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,18,0,0,0,0,0,NA,NA
Gambella,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,14,9,9,1717,395310,64.3,0.004343426677797172,0.004343426677797172
Gambella,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,9,9,9,125,295700,100,4.2272573554277983e-4,4.2272573554277983e-4
Harari,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,9,9,4,100,159239,100,6.279868625148362e-4,6.279868625148362e-4
Harari,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,1,1,1,52,302281,100,1.7202536712529072e-4,1.7202536712529072e-4
Oromia,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,444,45,45,1962,7182210.040374399,10.1,2.7317496828562865e-4,2.7317496828562865e-4
Oromia,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,430,66,29,673,3829632.4793177634,15.3,1.7573487890406987e-4,1.7573487890406987e-4
Oromia,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,8,8,8,354,1293934,100,2.7358427864172363e-4,2.7358427864172363e-4
Sidama,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,38,38,7,202,664589,100,3.0394725160964143e-4,3.0394725160964143e-4
Sidama,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,38,38,38,1,4873216.431402304,100,2.05203280846741e-7,2.05203280846741e-7
Sidama,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,38,38,38,6,4873216.431402304,100,1.231219685080446e-6,1.231219685080446e-6
Somali,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,96,96,96,265,8686053.94273342,100,3.05086753717082e-5,3.05086753717082e-5
South Ethiopia,2025-Wk16-27,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,96,96,96,286,8686053.94273342,100,3.2926343986069985e-5,3.2926343986069985e-5
South Ethiopia,2025-Wk28-52,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,96,96,96,287,8686053.94273342,100,3.304147106294435e-5,3.304147106294435e-5
Tigray,2025-Wk03-15,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,84,4,1,133,4148,4.8,0.03206364513018322,0.03206364513018322
Addis Ababa,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,11,11,2,2,2,100,1,1
Addis Ababa,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,120,120,21,1,172,100,0.005813953488372093,0.005813953488372093
Addis Ababa,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,119,119,21,1,172,100,0.005813953488372093,0.005813953488372093
Afar,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,40,40,2,0,463,100,0,0
Afar,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,40,40,3,3,463.24,100,0.006476124686987307,0.006476124686987307
Afar,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,40,40,0,0,0,100,NA,NA
Amhara,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,221,221,28,0,394,100,0,0
Amhara,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,221,221,34,2,509,100,0.003929273084479371,0.003929273084479371
Amhara,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,221,221,37,2,729,100,0.0027434842249657062,0.0027434842249657062
Benishangul Gumuz,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,23,23,9,26,1875,100,0.013866666666666666,0.013866666666666666
Benishangul Gumuz,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,23,23,1,0,81,100,0,0
Benishangul Gumuz,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,23,23,4,8,291,100,0.027491408934707903,0.027491408934707903
Central Ethiopia,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,82,82,82,0,68448,100,0,0
Dire Dawa,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,18,0,0,0,0,0,NA,NA
Gambella,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,14,14,9,24,1717,100,0.013977868375072802,0.013977868375072802
Gambella,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,9,9,3,0,125,100,0,0
Harari,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,9,9,4,0,100,100,0,0
Harari,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,1,1,1,0,52,100,0,0
Oromia,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,444,46,46,8,2083,10.4,0.003840614498319731,0.003840614498319731
Oromia,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,430,32,32,8,796,7.4,0.010050251256281407,0.010050251256281407
Oromia,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,8,0,0,0,0,0,NA,NA
Sidama,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,38,38,6,0,174,100,0,0
Sidama,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,38,38,1,0,1,100,0,0
Sidama,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,38,38,3,3,6,100,0.5,0.5
Somali,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,96,96,6,3,265,100,0.011320754716981131,0.011320754716981131
South Ethiopia,2025-Wk16-27,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,96,96,5,3,245,100,0.012244897959183673,0.012244897959183673
South Ethiopia,2025-Wk28-52,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,96,96,4,19,48306,100,3.933258808429595e-4,3.933258808429595e-4
Tigray,2025-Wk03-15,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,84,4,4,4,263,4.8,0.015209125475285171,0.015209125475285171
Benishangul Gumuz,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,23,23,9,0,9,100,0,0
Benishangul Gumuz,2025-Wk16-27,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,23,23,1,0,1,100,0,0
Benishangul Gumuz,2025-Wk28-52,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,23,23,4,0,4,100,0,0
Central Ethiopia,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,82,82,82,0,97,100,0,0
Dire Dawa,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,18,17,17,0,17,94.4,0,0
Dire Dawa,2025-Wk16-27,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,18,17,0,0,0,94.4,NA,NA
Dire Dawa,2025-Wk28-52,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,18,18,8,12,12,100,100,100
Oromia,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,444,444,0,0,0,100,NA,NA
Oromia,2025-Wk16-27,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,430,429,0,0,0,99.8,NA,NA
Oromia,2025-Wk28-52,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,8,8,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,96,96,6,6,6,100,100,100
South Ethiopia,2025-Wk16-27,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,96,96,7,6,7,100,85.71428571428571,85.71428571428571
South Ethiopia,2025-Wk28-52,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,96,96,3,2,3,100,66.66666666666667,66.66666666666667
Tigray,2025-Wk03-15,EPI_DETECT_REG,Analysis,Epidemics detected at regional level from district data,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,11,11,11,120,120,100,100,100
Addis Ababa,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,120,120,119,119,119,100,100,100
Addis Ababa,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,119,119,118,118,118,100,100,100
Afar,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,40,40,40,2,40,100,5,5
Afar,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,40,40,40,9,40,100,22.5,22.5
Afar,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,40,40,40,40,40,100,100,100
Amhara,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,221,221,0,0,0,100,NA,NA
Amhara,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,221,221,0,0,0,100,NA,NA
Amhara,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,221,221,0,0,0,100,NA,NA
Benishangul Gumuz,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Benishangul Gumuz,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Benishangul Gumuz,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,23,23,23,16,23,100,69.56521739130434,69.56521739130434
Central Ethiopia,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,82,82,82,82,82,100,100,100
Dire Dawa,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,18,17,17,17,17,94.4,100,100
Dire Dawa,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,18,18,18,18,18,100,100,100
Gambella,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Gambella,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Gambella,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Harari,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,9,9,9,1,9,100,11.11111111111111,11.11111111111111
Harari,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,9,9,9,1,9,100,11.11111111111111,11.11111111111111
Harari,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,1,1,1,9,9,100,100,100
Sidama,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,38,38,38,22,38,100,57.89473684210526,57.89473684210526
Sidama,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,38,38,38,23,38,100,60.526315789473685,60.526315789473685
Sidama,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,38,38,38,38,38,100,100,100
Somali,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,96,96,96,66,96,100,68.75,68.75
South Ethiopia,2025-Wk16-27,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,96,96,96,21,96,100,21.875,21.875
South Ethiopia,2025-Wk28-52,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,96,96,96,96,96,100,100,100
Tigray,2025-Wk03-15,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,84,81,0,0,0,96.4,NA,NA
Addis Ababa,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,11,11,11,120,120,100,100,100
Addis Ababa,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,120,120,119,119,119,100,100,100
Addis Ababa,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,119,119,118,118,118,100,100,100
Afar,2025-Wk03-15,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,40,40,40,2,40,100,5,5
Afar,2025-Wk16-27,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,40,40,40,2,40,100,5,5
Afar,2025-Wk28-52,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,40,40,40,0,40,100,0,0
