region,period,indicator,group,label,value_type,n_woreda,n_reported,n_pairs,num_sum,denom_sum,pct_reported,value_pct,value_pct_capped
Dire Dawa,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,18,18,6,56,75,100,74.66666666666667,74.66666666666667
Dire Dawa,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,18,18,8,1221,1266,100,96.44549763033176,96.44549763033176
Gambella,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,14,14,3,1393,1495,100,93.17725752508362,93.17725752508362
Gambella,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,9,9,9,192,192,100,100,100
Harari,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,9,9,9,1580,1742,100,90.70034443168771,90.70034443168771
Harari,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,1,1,1,46,52,100,88.46153846153847,88.46153846153847
Oromia,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,444,47,37,916,2075,10.6,44.144578313253014,44.144578313253014
Oromia,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,430,12,11,204,259,2.8,78.76447876447877,78.76447876447877
Oromia,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,8,8,5,106,239,100,44.35146443514645,44.35146443514645
Sidama,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,38,38,10,152,254,100,59.84251968503937,59.84251968503937
Sidama,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,38,38,1,1,1,100,100,100
Sidama,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,38,38,3,10,10,100,100,100
Somali,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,96,96,6,265,265,100,100,100
South Ethiopia,2025-Wk16-27,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,96,96,1,1,1,100,100,100
South Ethiopia,2025-Wk28-52,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,96,96,1,1,1,100,100,100
Tigray,2025-Wk03-15,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,84,12,12,401,637,14.3,62.95133437990581,62.95133437990581
Addis Ababa,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,11,11,11,1259,1259,100,100,100
Addis Ababa,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,120,120,73,847,847,100,100,100
Addis Ababa,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,119,119,72,814,814,100,100,100
Afar,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,40,40,2,5,11,100,45.45454545454545,45.45454545454545
Afar,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,40,40,4,7,26,100,26.923076923076923,26.923076923076923
Afar,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,40,40,6,28,37,100,75.67567567567568,75.67567567567568
Amhara,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,221,221,54,329,461,100,71.36659436008676,71.36659436008676
Amhara,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,23,23,13,16,80,100,20,20
Benishangul Gumuz,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,23,23,9,63,91,100,69.23076923076923,69.23076923076923
Benishangul Gumuz,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,23,23,11,140,197,100,71.06598984771574,71.06598984771574
Central Ethiopia,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,82,82,17,243,243,100,100,100
Dire Dawa,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,18,18,2,45,45,100,100,100
Dire Dawa,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,18,18,3,58,58,100,100,100
Dire Dawa,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,18,18,4,83,83,100,100,100
Gambella,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,14,14,3,0,11,100,0,0
Gambella,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,9,9,0,0,0,100,NA,NA
Harari,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,9,9,2,113,118,100,95.76271186440678,95.76271186440678
Harari,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,1,1,1,13,205,100,6.341463414634147,6.341463414634147
Oromia,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,444,444,121,118,853,100,13.833528722157093,13.833528722157093
Oromia,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,430,423,133,382,815,98.4,46.87116564417178,46.87116564417178
Oromia,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,8,8,8,30,354,100,8.474576271186441,8.474576271186441
Sidama,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,38,38,6,52,121,100,42.97520661157025,42.97520661157025
Sidama,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,38,38,15,77,447,100,17.225950782997764,17.225950782997764
Sidama,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,38,38,17,152,244,100,62.295081967213115,62.295081967213115
Somali,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,118,118,1,1,1,100,100,100
Somali,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,118,118,1,1,1,100,100,100
Somali,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,118,118,1,1,1,100,100,100
South Ethiopia,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,96,96,20,102,392,100,26.020408163265305,26.020408163265305
South Ethiopia,2025-Wk16-27,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,96,96,16,60,294,100,20.408163265306122,20.408163265306122
South Ethiopia,2025-Wk28-52,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,96,96,20,178,315,100,56.507936507936506,56.507936507936506
Tigray,2025-Wk03-15,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,11,11,11,114,114,100,100,100
Addis Ababa,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,120,120,56,110,110,100,100,100
Addis Ababa,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,119,119,0,0,0,100,NA,NA
Afar,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,40,40,2,2,2,100,100,100
Afar,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,40,40,4,3,4,100,75,75
Afar,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,40,40,0,0,0,100,NA,NA
Amhara,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,23,23,9,8,9,100,88.88888888888889,88.88888888888889
Benishangul Gumuz,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,23,23,5,11,11,100,100,100
Benishangul Gumuz,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,23,23,4,4,4,100,100,100
Central Ethiopia,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,82,82,82,97,97,100,100,100
Dire Dawa,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,18,18,1,1,1,100,100,100
Dire Dawa,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,18,18,6,6,6,100,100,100
Gambella,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,14,14,9,9,9,100,100,100
Gambella,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,9,9,4,0,4,100,0,0
Harari,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,9,9,9,12,16,100,75,75
Harari,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,1,1,1,0,1,100,0,0
Oromia,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,444,0,0,0,0,0,NA,NA
Oromia,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,430,26,26,19,26,6,73.07692307692308,73.07692307692308
Oromia,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,8,0,0,0,0,0,NA,NA
Sidama,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,38,38,6,6,6,100,100,100
Sidama,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,38,38,1,0,1,100,0,0
Sidama,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,38,38,3,3,3,100,100,100
Somali,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,96,96,96,4,96,100,4.166666666666667,4.166666666666667
South Ethiopia,2025-Wk16-27,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,96,96,96,5,96,100,5.208333333333333,5.208333333333333
South Ethiopia,2025-Wk28-52,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,96,96,96,3,99,100,3.0303030303030303,3.0303030303030303
Tigray,2025-Wk03-15,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,11,11,11,114,114,100,100,100
Addis Ababa,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,120,120,56,214,214,100,100,100
Addis Ababa,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,119,119,55,0,213,100,0,0
Afar,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,40,40,2,0,2,100,0,0
Afar,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,40,40,3,0,3,100,0,0
Afar,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,40,40,0,0,0,100,NA,NA
Amhara,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,23,23,9,8,9,100,88.88888888888889,88.88888888888889
Benishangul Gumuz,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,23,23,6,13,13,100,100,100
Benishangul Gumuz,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,23,23,4,4,4,100,100,100
Central Ethiopia,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,82,82,82,97,97,100,100,100
Dire Dawa,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,18,18,1,1,1,100,100,100
Dire Dawa,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,18,18,9,9,9,100,100,100
Gambella,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,14,14,9,7,9,100,77.77777777777777,77.77777777777777
Gambella,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,14,14,0,0,0,100,NA,NA
Gambella,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,14,14,0,0,0,100,NA,NA
Harari,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,9,9,4,0,4,100,0,0
Harari,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,9,9,9,9,16,100,56.25,56.25
Harari,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,1,1,0,0,0,100,NA,NA
Oromia,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,444,0,0,0,0,0,NA,NA
Oromia,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,430,26,26,19,26,6,73.07692307692308,73.07692307692308
Oromia,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,8,0,0,0,0,0,NA,NA
Sidama,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,38,38,0,0,0,100,NA,NA
Sidama,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,38,38,1,0,1,100,0,0
Sidama,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,38,38,4,3,4,100,75,75
Somali,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,118,118,0,0,0,100,NA,NA
Somali,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,118,118,0,0,0,100,NA,NA
South Ethiopia,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,96,96,6,2,9,100,22.22222222222222,22.22222222222222
South Ethiopia,2025-Wk16-27,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,96,96,7,2,10,100,20,20
South Ethiopia,2025-Wk28-52,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,96,96,8,3,11,100,27.272727272727273,27.272727272727273
Tigray,2025-Wk03-15,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,84,0,0,0,0,0,NA,NA
Addis Ababa,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,11,11,11,120,120,100,100,100
Addis Ababa,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,120,120,120,120,120,100,100,100
Addis Ababa,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,119,119,119,119,119,100,100,100
Afar,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,40,40,40,0,40,100,0,0
Afar,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,40,40,40,18,40,100,45,45
Amhara,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,23,23,23,0,23,100,0,0
Benishangul Gumuz,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,23,23,23,0,23,100,0,0
Central Ethiopia,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,82,82,82,82,82,100,100,100
Dire Dawa,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,18,0,0,0,0,0,NA,NA
Dire Dawa,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,18,0,0,0,0,0,NA,NA
Gambella,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,14,14,14,0,14,100,0,0
Harari,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,9,9,9,4,9,100,44.44444444444444,44.44444444444444
Harari,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,9,9,9,12,27,100,44.44444444444444,44.44444444444444
Harari,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,1,1,1,9,9,100,100,100
Oromia,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,444,439,0,0,0,98.9,NA,NA
Oromia,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,430,425,6,26,26,98.8,100,100
Oromia,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,38,38,38,14,38,100,36.8421052631579,36.8421052631579
Sidama,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,38,38,38,14,38,100,36.8421052631579,36.8421052631579
Sidama,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,38,38,38,15,38,100,39.473684210526315,39.473684210526315
Somali,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,118,118,118,60,118,100,50.847457627118644,50.847457627118644
Somali,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,118,118,118,60,118,100,50.847457627118644,50.847457627118644
Somali,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,118,118,118,60,118,100,50.847457627118644,50.847457627118644
South Ethiopia,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,96,96,96,35,96,100,36.458333333333336,36.458333333333336
South Ethiopia,2025-Wk16-27,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,96,96,96,36,96,100,37.5,37.5
South Ethiopia,2025-Wk28-52,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,96,96,96,36,96,100,37.5,37.5
Tigray,2025-Wk03-15,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,84,12,12,25,38,14.3,65.78947368421052,65.78947368421052
Addis Ababa,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,11,11,11,5,120,100,4.166666666666667,4.166666666666667
Addis Ababa,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,120,120,120,1,120,100,0.8333333333333334,0.8333333333333334
Addis Ababa,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,119,119,119,0,119,100,0,0
Afar,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,40,40,40,2,40,100,5,5
Afar,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,40,40,40,5,40,100,12.5,12.5
Afar,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,40,40,40,0,40,100,0,0
Amhara,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,221,0,0,0,0,0,NA,NA
Amhara,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,221,0,0,0,0,0,NA,NA
Benishangul Gumuz,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,23,23,23,9,23,100,39.130434782608695,39.130434782608695
Benishangul Gumuz,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,23,23,23,1,23,100,4.3478260869565215,4.3478260869565215
Benishangul Gumuz,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,23,23,23,4,23,100,17.391304347826086,17.391304347826086
Central Ethiopia,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,82,82,82,15,82,100,18.29268292682927,18.29268292682927
Dire Dawa,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,18,18,0,0,0,100,NA,NA
Dire Dawa,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,18,18,0,0,0,100,NA,NA
Gambella,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,14,14,14,9,14,100,64.28571428571429,64.28571428571429
Gambella,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,14,14,14,0,14,100,0,0
Gambella,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,14,14,14,0,14,100,0,0
Harari,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,9,9,9,0,9,100,0,0
Harari,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,9,9,9,1,27,100,3.7037037037037037,3.7037037037037037
Harari,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,1,1,1,0,9,100,0,0
Oromia,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,444,444,41,45,216,100,20.833333333333332,20.833333333333332
Oromia,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,430,427,20,19,83,99.3,22.89156626506024,22.89156626506024
Oromia,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,8,8,0,0,0,100,NA,NA
Sidama,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,38,38,38,0,38,100,0,0
Sidama,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,38,38,38,1,38,100,2.6315789473684212,2.6315789473684212
Sidama,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,38,38,38,4,38,100,10.526315789473685,10.526315789473685
Somali,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,118,118,118,0,118,100,0,0
Somali,2025-Wk16-27,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,118,118,118,0,118,100,0,0
Somali,2025-Wk28-52,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,118,118,118,0,118,100,0,0
South Ethiopia,2025-Wk03-15,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,96,96,96,6,96,100,6.25,6.25
