region,zone,woreda,adm3_pcode,population,population_best,period,EBS_PPV,EBS_DETECT,DETECT_7D,RPT_TIMELY,RPT_COMPLETE,CB_ELIM,CB_EVENTS,NOTIFY_24H,NOTIFY_30M,LINEGRAPH,OBR_ANALYZED,LAB_7D,RESP_2448,ATTACK_RATE,CFR,EPRP_PLAN,RISK_MAP,EPR_FUNDS,CONTINGENCY,PHEM_OFFICER,DHIS2_RPT,COORD_PLATFORM,EPI_DETECT_REG
Amhara,North Gondar,Dabat,ET030105,203328,203328,2025-Wk28-52,NA,NA,NA,75.7,75.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark General Hospital,ET030198,NA,34334.254168906016,2025-Wk03-15,NA,NA,NA,100,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark General Hospital,ET030198,NA,34334.254168906016,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark General Hospital,ET030198,0,0,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Town,ET030198,60796.14771064854,60796.14771064854,2025-Wk03-15,NA,NA,100,97.4,97.4,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Town,ET030198,60796.14771064854,60796.14771064854,2025-Wk16-27,NA,NA,NA,93.8,93.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Town,ET030198,62512,62512,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Zuria,ET030104,142914,142914,2025-Wk03-15,NA,NA,NA,61.3,61.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Zuria,ET030104,142914,142914,2025-Wk16-27,NA,NA,NA,63.2,63.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Debark Zuria,ET030104,146948,146948,2025-Wk28-52,NA,NA,NA,63.3,63.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,East Telemt,ET010106,94114.58777021286,94114.58777021286,2025-Wk03-15,NA,NA,NA,48.5,48.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,East Telemt,ET010106,94114.58777021286,94114.58777021286,2025-Wk16-27,NA,NA,NA,75.8,75.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,East Telemt,ET010106,238138,238138,2025-Wk28-52,NA,NA,NA,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Janamora,ET030103,214315,214315,2025-Wk03-15,NA,NA,NA,96.6,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Janamora,ET030103,214315,214315,2025-Wk16-27,NA,NA,NA,97.4,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Janamora,ET030103,220262,220262,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Mytsebry Town,ET010116,21906,21906,2025-Wk03-15,NA,NA,NA,98.9,98.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Mytsebry Town,ET010116,21906,21906,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Mytsebry Town,ET010116,22268,22268,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Telemt,ET030119,105865,105865,2025-Wk03-15,NA,NA,NA,86.4,86.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Telemt,ET030119,105865,105865,2025-Wk16-27,NA,NA,NA,87.2,87.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,Telemt,ET030119,108853,108853,2025-Wk28-52,NA,NA,NA,76.9,76.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,West Telemt,ET010106,81498.26520701064,81498.26520701064,2025-Wk03-15,NA,NA,NA,78.5,78.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,West Telemt,ET010106,81498.26520701064,81498.26520701064,2025-Wk16-27,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Gondar,West Telemt,ET010106,81836,81836,2025-Wk28-52,NA,NA,NA,80,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Angolela,ET030513,75911.81828938414,75911.81828938414,2025-Wk03-15,NA,NA,NA,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Angolela,ET030513,75911.81828938414,75911.81828938414,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Angolela,ET030513,77699,77699,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ankober,ET030515,97780.64699012038,97780.64699012038,2025-Wk03-15,NA,NA,NA,95.6,95.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ankober,ET030515,97780.64699012038,97780.64699012038,2025-Wk16-27,NA,NA,NA,96.4,96.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ankober,ET030515,102000.89409531424,102000.89409531424,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Antsokia,ET030507,68713.49302856615,68713.49302856615,2025-Wk03-15,NA,NA,NA,94.7,94.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Antsokia,ET030507,68713.49302856615,68713.49302856615,2025-Wk16-27,NA,NA,NA,95.2,95.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Antsokia,ET030507,69176,69176,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Asagirt,ET030514,58778.11892159672,58778.11892159672,2025-Wk03-15,NA,NA,NA,99.5,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Asagirt,ET030514,58778.11892159672,58778.11892159672,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Asagirt,ET030514,60581,60581,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Baso Worana,ET030519,101121.20814323626,101121.20814323626,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Baso Worana,ET030519,101121.20814323626,101121.20814323626,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Baso Worana,ET030519,88607,88607,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Berehet,ET030517,46702.34706307092,46702.34706307092,2025-Wk03-15,NA,NA,NA,98.8,98.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Berehet,ET030517,46702.34706307092,46702.34706307092,2025-Wk16-27,NA,NA,NA,98.1,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Berehet,ET030517,47988,47988,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Efrata Gidim,ET030508,190669.32688747943,190669.32688747943,2025-Wk03-15,NA,NA,NA,90,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Efrata Gidim,ET030508,190669.32688747943,190669.32688747943,2025-Wk16-27,NA,NA,NA,94.4,94.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Efrata Gidim,ET030508,194513,194513,2025-Wk28-52,NA,NA,NA,89.2,89.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Enat General Hospital,ET030502,NA,158559.80974500751,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Enat General Hospital,ET030502,NA,158559.80974500751,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Enat General Hospital,ET030502,0,0,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ensaro,ET030503,77038.71616943201,77038.71616943201,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ensaro,ET030503,77038.71616943201,77038.71616943201,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Ensaro,ET030503,80627,80627,2025-Wk28-52,NA,NA,NA,94.1,94.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Gishe,ET030506,76453.82747591673,76453.82747591673,2025-Wk03-15,NA,NA,NA,99.4,99.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Gishe,ET030506,76453.82747591673,76453.82747591673,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Gishe,ET030506,79940,79940,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Hagere Mariam,ET030516,68922.78912058278,68922.78912058278,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Hagere Mariam,ET030516,68922.78912058278,68922.78912058278,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Hagere Mariam,ET030516,126205,126205,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Kewot,ET030512,94523.57151312266,94523.57151312266,2025-Wk03-15,NA,NA,NA,98.8,98.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Kewot,ET030512,94523.57151312266,94523.57151312266,2025-Wk16-27,NA,NA,NA,99.1,99.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Kewot,ET030512,95451,95451,2025-Wk28-52,NA,NA,NA,95,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mehal Meda General Hospital,ET030505,NA,133765.70418669446,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mehal Meda General Hospital,ET030505,NA,133765.70418669446,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mehal Meda General Hospital,ET030505,0,0,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Giera,ET030505,134081.3549025913,134081.3549025913,2025-Wk03-15,NA,NA,NA,99.6,99.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Giera,ET030505,134081.3549025913,134081.3549025913,2025-Wk16-27,NA,NA,NA,97.9,97.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Giera,ET030505,135705,135705,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Keya,ET030521,62204.72306084847,62204.72306084847,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Keya,ET030521,62204.72306084847,62204.72306084847,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Keya,ET030521,64097,64097,2025-Wk28-52,NA,NA,NA,92.9,92.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Lalo,ET030522,42514.1211139712,42514.1211139712,2025-Wk03-15,NA,NA,NA,92.3,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Lalo,ET030522,42514.1211139712,42514.1211139712,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Lalo,ET030522,42835,42835,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Mama,ET030509,109416.59664969127,109416.59664969127,2025-Wk03-15,NA,NA,NA,99.7,99.7,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Mama,ET030509,109416.59664969127,109416.59664969127,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Menz Mama,ET030509,113354,113354,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Merhabete,ET030502,158538.4493544062,158538.4493544062,2025-Wk03-15,NA,NA,NA,100,100,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Merhabete,ET030502,158538.4493544062,158538.4493544062,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Merhabete,ET030502,163032,163032,2025-Wk28-52,NA,NA,NA,96.8,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mida Woremo,ET030501,119984.49054836246,119984.49054836246,2025-Wk03-15,NA,NA,NA,96.6,96.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mida Woremo,ET030501,119984.49054836246,119984.49054836246,2025-Wk16-27,NA,NA,NA,97.3,97.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mida Woremo,ET030501,124779,124779,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Minjar Shenkora,ET030518,178571.21691736527,178571.21691736527,2025-Wk03-15,NA,NA,NA,97.4,97.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Minjar Shenkora,ET030518,178571.21691736527,178571.21691736527,2025-Wk16-27,NA,NA,NA,98.1,98.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Minjar Shenkora,ET030518,182873,182873,2025-Wk28-52,NA,NA,NA,85,85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mojana Wedera,ET030511,87536.38004100184,87536.38004100184,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mojana Wedera,ET030511,87536.38004100184,87536.38004100184,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Mojana Wedera,ET030511,91098,91098,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Moretna Jiru,ET030504,119866.59738661064,119866.59738661064,2025-Wk03-15,NA,NA,NA,99.3,99.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Moretna Jiru,ET030504,119866.59738661064,119866.59738661064,2025-Wk16-27,NA,NA,NA,96.8,96.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Moretna Jiru,ET030504,124120,124120,2025-Wk28-52,NA,NA,NA,82.6,82.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Shewa Robit Town,ET030595,66386.24223928562,66386.24223928562,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Shewa Robit Town,ET030595,66386.24223928562,66386.24223928562,2025-Wk16-27,NA,NA,NA,98,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Shewa Robit Town,ET030595,68950,68950,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Siyadebrina Wayu,ET030523,77770.00781338436,77770.00781338436,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Siyadebrina Wayu,ET030523,77770.00781338436,77770.00781338436,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Siyadebrina Wayu,ET030523,132811,132811,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Tarmaber,ET030510,117719.41770074615,117719.41770074615,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Tarmaber,ET030510,117719.41770074615,117719.41770074615,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Shewa,Tarmaber,ET030510,120649,120649,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata General Hospital,ET010411,NA,74181.28227054767,2025-Wk03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata General Hospital,ET010411,NA,74181.28227054767,2025-Wk16-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata General Hospital,ET010411,0,0,2025-Wk28-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata town,ET010411,118551,118551,2025-Wk03-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata town,ET010411,118551,118551,2025-Wk16-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Alamata town,ET010411,0,0,2025-Wk28-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Angot,ET030313,45539,45539,2025-Wk03-15,NA,NA,NA,99.5,99.5,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Angot,ET030313,45539,45539,2025-Wk16-27,NA,NA,NA,200,99.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Angot,ET030313,46824,46824,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Bugna,ET030301,99339,99339,2025-Wk03-15,NA,NA,NA,97.3,97.3,0,100,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Bugna,ET030301,99339,99339,2025-Wk16-27,NA,NA,NA,200,97.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Bugna,ET030301,102758,102758,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Dawunt,ET030311,84429,84429,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Dawunt,ET030311,84429,84429,2025-Wk16-27,NA,NA,NA,200,99.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Dawunt,ET030311,87408,87408,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gazo,ET030312,84715,84715,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gazo,ET030312,84715,84715,2025-Wk16-27,NA,NA,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gazo,ET030312,87114,87114,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gidan,ET030303,154710,154710,2025-Wk03-15,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gidan,ET030303,154710,154710,2025-Wk16-27,NA,NA,NA,200,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gidan,ET030303,159078,159078,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gubalaftu,ET030307,188093,188093,2025-Wk03-15,NA,NA,NA,97.5,97.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
Amhara,North Wollo,Gubalaftu,ET030307,188093,188093,2025-Wk16-27,NA,NA,NA,191.5,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA
