region,zone,woreda,adm3_pcode,population,population_best,period,EBS_PPV,EBS_DETECT,DETECT_7D,RPT_TIMELY,RPT_COMPLETE,CB_ELIM,CB_EVENTS,NOTIFY_24H,NOTIFY_30M,LINEGRAPH,OBR_ANALYZED,LAB_7D,RESP_2448,ATTACK_RATE,CFR,EPRP_PLAN,RISK_MAP,EPR_FUNDS,CONTINGENCY,PHEM_OFFICER,DHIS2_RPT,COORD_PLATFORM,EPI_DETECT_REG
Addis Ababa,Addis Ketema,1,ET140108,NA,359910.8959545385,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,1,ET140108,NA,359910.8959545385,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,10,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Addis Ketema,10,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Addis Ketema,11,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Addis Ketema,11,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Addis Ketema,12,ET140108,NA,359910.8959545385,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Addis Ketema,12,ET140108,NA,359910.8959545385,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Addis Ketema,13,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,13,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,14,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,9.1,9.1,NA
Addis Ababa,Addis Ketema,14,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,9.1,9.1,NA
Addis Ababa,Addis Ketema,3,ET140108,NA,359910.8959545385,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Addis Ketema,3,ET140108,NA,359910.8959545385,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Addis Ketema,4,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,4,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,5,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,5,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Addis Ketema,6,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis Ketema,6,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis Ketema,8,ET140108,NA,359910.8959545385,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis Ketema,8,ET140108,NA,359910.8959545385,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis Ketema,9,ET140108,NA,359910.8959545385,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis Ketema,9,ET140108,NA,359910.8959545385,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Addis ketema,12,ET140108,NA,359910.8959545385,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,0,100,100,NA,NA,100,100,0,0,100,857.1,857.1,NA
Addis Ababa,Akaki Kality,1,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,6.2,6.2,NA
Addis Ababa,Akaki Kality,1,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,6.2,6.2,NA
Addis Ababa,Akaki Kality,10,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,150,50,50,NA
Addis Ababa,Akaki Kality,10,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,150,50,50,NA
Addis Ababa,Akaki Kality,12,ET140101,NA,269226.10247751395,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,0,100,100,NA,NA,100,100,0,0,100,1333.3,1333.3,NA
Addis Ababa,Akaki Kality,12,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,5.9,5.9,NA
Addis Ababa,Akaki Kality,12,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,5.9,5.9,NA
Addis Ababa,Akaki Kality,13,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Akaki Kality,13,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Akaki Kality,2,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Akaki Kality,2,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Akaki Kality,3,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Akaki Kality,3,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Akaki Kality,4,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,6.2,6.2,NA
Addis Ababa,Akaki Kality,4,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,6.2,6.2,NA
Addis Ababa,Akaki Kality,5,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,5.9,5.9,NA
Addis Ababa,Akaki Kality,5,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,5.9,5.9,NA
Addis Ababa,Akaki Kality,6,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,107.7,7.7,7.7,NA
Addis Ababa,Akaki Kality,6,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,107.7,7.7,7.7,NA
Addis Ababa,Akaki Kality,7,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,107.1,7.1,7.1,NA
Addis Ababa,Akaki Kality,7,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,107.1,7.1,7.1,NA
Addis Ababa,Akaki Kality,8,ET140101,NA,269226.10247751395,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,105.6,5.6,5.6,NA
Addis Ababa,Akaki Kality,8,ET140101,NA,269226.10247751395,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,100,0,NA,NA,100,100,0,0,105.6,5.6,5.6,NA
Addis Ababa,Akaki Kality,9,ET140101,NA,269226.10247751395,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Akaki Kality,9,ET140101,NA,269226.10247751395,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Arada,1,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,16.7,16.7,NA
Addis Ababa,Arada,1,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,16.7,16.7,NA
Addis Ababa,Arada,2,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,NA,NA,100,100,100,0,NA,NA,NA,NA,100,100,100,100,100,11.1,11.1,NA
Addis Ababa,Arada,2,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,NA,NA,NA,0,100,0,NA,NA,NA,NA,100,100,100,100,100,11.1,11.1,NA
Addis Ababa,Arada,4,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,0,NA,NA,NA,NA,100,100,100,100,100,14.3,14.3,NA
Addis Ababa,Arada,4,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,NA,NA,NA,NA,100,100,100,100,100,14.3,14.3,NA
Addis Ababa,Arada,5,ET140109,NA,311589.79567007924,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,20,20,NA
Addis Ababa,Arada,5,ET140109,NA,311589.79567007924,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,20,20,NA
Addis Ababa,Arada,6,ET140109,NA,311589.79567007924,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,100,100,100,0,NA,NA,NA,NA,100,100,100,100,100,12.5,12.5,NA
Addis Ababa,Arada,6,ET140109,NA,311589.79567007924,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,0,100,0,NA,NA,NA,NA,100,100,100,100,100,12.5,12.5,NA
Addis Ababa,Arada,7,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,33.3,33.3,NA
Addis Ababa,Arada,7,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,33.3,33.3,NA
Addis Ababa,Arada,8,ET140109,NA,311589.79567007924,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,0,100,100,NA,NA,100,100,0,0,100,1333.3,1333.3,NA
Addis Ababa,Arada,8,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,50,50,NA
Addis Ababa,Arada,8,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,100,100,100,50,50,NA
Addis Ababa,Arada,9,ET140109,NA,311589.79567007924,2025-Wk16-27,0,NA,NA,100,100,100,100,100,100,100,100,0,100,NA,NA,100,100,100,100,100,10,10,NA
Addis Ababa,Arada,9,ET140109,NA,311589.79567007924,2025-Wk28-52,0,NA,NA,100,100,100,100,NA,0,100,0,0,100,NA,NA,100,100,100,100,100,10,10,NA
Addis Ababa,Bole,1,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,NA,1,100,100,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Bole,1,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,NA,1,1,0,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Bole,11,ET140104,NA,230595.30669131433,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,18.2,100,100,NA,NA,100,100,0,0,100,2400,2400,NA
Addis Ababa,Bole,11,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,NA,1,100,100,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Bole,11,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,NA,1,1,0,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Bole,12,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,3.8,3.8,NA
Addis Ababa,Bole,12,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,3.8,3.8,NA
Addis Ababa,Bole,13,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,7.7,7.7,NA
Addis Ababa,Bole,13,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,7.7,7.7,NA
Addis Ababa,Bole,14,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,10,10,NA
Addis Ababa,Bole,14,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,10,10,NA
Addis Ababa,Bole,2,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Bole,2,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Bole,3,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Bole,3,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Bole,4,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Bole,4,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Bole,5,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,NA,1,100,100,100,0,100,0,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Bole,5,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,NA,1,1,0,100,0,100,0,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Bole,6,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,NA,1,100,100,100,0,100,0,NA,NA,100,100,0,0,100,10,10,NA
Addis Ababa,Bole,6,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,NA,1,1,0,100,0,100,0,NA,NA,100,100,0,0,100,10,10,NA
Addis Ababa,Bole,7,ET140104,NA,230595.30669131433,2025-Wk16-27,NA,NA,NA,100,100,NA,1,100,100,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Bole,7,ET140104,NA,230595.30669131433,2025-Wk28-52,NA,NA,NA,100,100,NA,1,1,0,100,0,100,0,NA,NA,100,100,0,0,100,11.1,11.1,NA
Addis Ababa,Gulele,1,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,1,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,10,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Gulele,10,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Gulele,11,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,NA,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,11,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,NA,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,2,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Gulele,2,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Gulele,3,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,33.3,33.3,NA
Addis Ababa,Gulele,3,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,33.3,33.3,NA
Addis Ababa,Gulele,4,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,33.3,33.3,NA
Addis Ababa,Gulele,4,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,33.3,33.3,NA
Addis Ababa,Gulele,5,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,5,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,6,ET140110,NA,392747.9390320361,2025-Wk16-27,0,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,50,50,NA
Addis Ababa,Gulele,6,ET140110,NA,392747.9390320361,2025-Wk28-52,0,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,50,50,NA
Addis Ababa,Gulele,7,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,7,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,8,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,8,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,20,20,NA
Addis Ababa,Gulele,9,ET140110,NA,392747.9390320361,2025-Wk16-27,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Gulele,9,ET140110,NA,392747.9390320361,2025-Wk28-52,NA,NA,NA,100,100,100,100,0,0,100,0,0,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Gulelle,11,ET140110,NA,392747.9390320361,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,18.2,100,100,NA,NA,100,100,0,0,100,1200,1200,NA
Addis Ababa,Kirkos,1,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,1,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,10,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,50,50,NA
Addis Ababa,Kirkos,10,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,NA,0,0,0,100,0,0,0,NA,NA,100,100,0,0,100,50,50,NA
Addis Ababa,Kirkos,11,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,100,100,NA
Addis Ababa,Kirkos,11,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,100,100,NA
Addis Ababa,Kirkos,2,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Kirkos,2,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,12.5,12.5,NA
Addis Ababa,Kirkos,3,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Kirkos,3,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,16.7,16.7,NA
Addis Ababa,Kirkos,4,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,7.1,7.1,NA
Addis Ababa,Kirkos,4,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,7.1,7.1,NA
Addis Ababa,Kirkos,5,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,5,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,6,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Kirkos,6,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,14.3,14.3,NA
Addis Ababa,Kirkos,7,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Kirkos,7,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Kirkos,8,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,100,100,100,0,100,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,8,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,0,100,0,100,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,9,ET140106,NA,324605.9054634942,2025-Wk16-27,NA,NA,NA,100,100,100,100,1,1,100,0,1,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkos,9,ET140106,NA,324605.9054634942,2025-Wk28-52,NA,NA,NA,100,100,100,100,1,1,100,0,1,0,NA,NA,100,100,0,0,100,25,25,NA
Addis Ababa,Kirkose,11,ET140106,NA,324605.9054634942,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,0,100,100,NA,NA,100,100,0,0,100,1714.3,1714.3,NA
Addis Ababa,Kolfe Keraniyo,10,ET140103,NA,628996.4120829459,2025-Wk03-15,0,0,0,100,100,100,100,100,100,100,10,100,100,NA,NA,100,100,0,0,100,1714.3,1714.3,NA
Addis Ababa,Kolife keranyo,1,ET140103,NA,628996.4120829459,2025-Wk16-27,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
Addis Ababa,Kolife keranyo,1,ET140103,NA,628996.4120829459,2025-Wk28-52,NA,NA,NA,100,100,NA,NA,NA,NA,100,0,NA,NA,NA,NA,100,100,0,0,100,8.3,8.3,NA
