region,period,report_level,zone,woreda,report_date_raw,population,indicator,group,label,value_type,numerator,denominator,value_reported,src_header,value_pct,value_pct_capped,reported,valid_pair
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,4,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,4,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,14,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,14,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Addis Ketema,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Addis Ketema,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk03-15,woreda,Addis ketema,12,FEB-APR,NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk03-15,woreda,Akaki Kality,12,FEB-APR,NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Akaki Kality,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Akaki Kality,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Arada,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Arada,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,4,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,4,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Arada,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Arada,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Arada,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Arada,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Arada,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Arada,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,5,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,5,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk03-15,woreda,Arada,8,FEB-APR,NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Arada,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,8,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,1,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Arada,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk28-52,woreda,Arada,9,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,2,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,TRUE
Addis Ababa,2025-Wk16-27,woreda,Bole,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk03-15,woreda,Bole,11,FEB-APR,NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,0,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,0,0,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,12,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,13,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,14,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,14,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,3,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,4,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,5,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,6,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Bole,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Bole,7,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Gulele,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Gulele,1,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Gulele,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Gulele,10,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Gulele,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Gulele,11,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk16-27,woreda,Gulele,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
Addis Ababa,2025-Wk28-52,woreda,Gulele,2,"week 16-27, 2025",NA,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,0,0,NA,Proportion of confirmed outbreaks among suspected events detected through event-based surveillance in the region,NA,NA,TRUE,FALSE
