adm3_pcode,adm3_en,ref_region,ref_zone,indicator,group,label,value_type,period,num_sum,denom_sum,n_records,value_pct,value_pct_capped
ET030804,Gaz Gibla,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,20.615384615384617,21,1,98.16849816849819,98.16849816849819
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,19.75,21,1,94.04761904761905,94.04761904761905
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,19,21,1,90.47619047619048,90.47619047619048
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,20.615384615384617,21,1,98.16849816849819,98.16849816849819
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,19.75,21,1,94.04761904761905,94.04761904761905
ET030804,Gaz Gibla,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,19,21,1,90.47619047619048,90.47619047619048
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,3,1,0,0
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,64,1,0,0
ET030805,Abergele (AM),Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,57,1,0,0
ET030805,Abergele (AM),Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,63,1,0,0
ET030805,Abergele (AM),Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,19,19,1,100,100
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,17.416666666666668,19,1,91.66666666666667,91.66666666666667
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,19,19,1,100,100
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,19,19,1,100,100
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,17.416666666666668,19,1,91.66666666666667,91.66666666666667
ET030805,Abergele (AM),Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,19,19,1,100,100
ET030806,Sahila,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,53,1,0,0
ET030806,Sahila,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,47,1,0,0
ET030806,Sahila,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,84,1,0,0
ET030806,Sahila,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET030806,Sahila,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,13,13,1,100,100
ET030806,Sahila,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,12.833333333333334,13,1,98.71794871794873,98.71794871794873
ET030806,Sahila,Amhara,Wag Hamra,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,13,14,1,92.85714285714286,92.85714285714286
ET030806,Sahila,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,13,13,1,100,100
ET030806,Sahila,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,12.833333333333334,13,1,98.71794871794873,98.71794871794873
ET030806,Sahila,Amhara,Wag Hamra,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,13,14,1,92.85714285714286,92.85714285714286
ET030807,Sekota town,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,6,2,0,0
ET030807,Sekota town,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,1,6,2,0.16666666666666666,0.16666666666666666
ET030807,Sekota town,Amhara,Wag Hamra,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,21,2,0,0
ET030807,Sekota town,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,0,2,NA,NA
ET030807,Sekota town,Amhara,Wag Hamra,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
