adm3_pcode,adm3_en,ref_region,ref_zone,indicator,group,label,value_type,period,num_sum,denom_sum,n_records,value_pct,value_pct_capped
ET050808,Dolobay,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,1,1,0,0
ET050808,Dolobay,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,1,1,1,100,100
ET050808,Dolobay,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,1,1,1,100,100
ET050808,Dolobay,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,1,1,1,100,100
ET050808,Dolobay,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050808,Dolobay,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,1,2,1,50,50
ET050808,Dolobay,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,1,2,1,50,50
ET050808,Dolobay,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,1,2,1,50,50
ET050808,Dolobay,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,1,2,1,50,50
ET050808,Dolobay,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,1,2,1,50,50
ET050808,Dolobay,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,1,2,1,50,50
ET050809,Raso,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,3,2,0,0
ET050809,Raso,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,3,2,0,0
ET050809,Raso,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,3,2,0,0
ET050809,Raso,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,1,3,2,33.333333333333336,33.333333333333336
ET050809,Raso,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,1,3,2,33.333333333333336,33.333333333333336
ET050809,Raso,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,1,3,2,33.333333333333336,33.333333333333336
ET050809,Raso,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,1,2,2,50,50
ET050809,Raso,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,1,2,2,50,50
ET050809,Raso,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,1,2,2,50,50
ET050809,Raso,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,2,2,0,0
ET050809,Raso,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,2,2,0,0
ET050809,Raso,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,2,2,0,0
ET050809,Raso,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,2,3,2,66.66666666666667,66.66666666666667
ET050809,Raso,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,2,3,2,66.66666666666667,66.66666666666667
ET050809,Raso,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,2,3,2,66.66666666666667,66.66666666666667
ET050809,Raso,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,2,NA,NA
ET050809,Raso,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,3,3,2,100,100
ET050809,Raso,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,3,3,2,100,100
ET050809,Raso,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,3,3,2,100,100
ET050809,Raso,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,3,3,2,100,100
ET050809,Raso,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,3,3,2,100,100
ET050809,Raso,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,3,3,2,100,100
ET050898,Kohle /Qoxle,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_ELIM,Reporting,Case-based reporting: elimination/eradication diseases,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CB_EVENTS,Reporting,Case-based reporting: selected events/conditions,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CFR,Response,Case-fatality rate per epidemic-prone disease,rate,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,CONTINGENCY,Preparedness,Districts with contingency stocks (3-6 months),proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk03-15,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk16-27,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,COORD_PLATFORM,Preparedness,Districts with functional coordination platform / RRT,proportion,2025-Wk28-52,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,DETECT_7D,Identifying,Outbreaks detected within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk03-15,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk16-27,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,DHIS2_RPT,Preparedness,Districts reporting weekly via DHIS2,proportion,2025-Wk28-52,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EBS_DETECT,Identifying,Outbreaks detected through event-based surveillance,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EBS_PPV,Identifying,Confirmed outbreaks among suspected events (EBS sensitivity),proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPRP_PLAN,Preparedness,Districts with EPRP (preparedness & response) plans,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,EPR_FUNDS,Preparedness,Districts with EPR funds / budget line,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,LAB_7D,Laboratory,Outbreaks with laboratory results within 7 days,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk03-15,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk16-27,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,LINEGRAPH,Analysis,Current line graph available for priority diseases,proportion,2025-Wk28-52,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_24H,Reporting,Suspected outbreaks notified within 24 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,NOTIFY_30M,Reporting,Immediately reportable events notified within 30 minutes,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk03-15,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk16-27,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,OBR_ANALYZED,Analysis,Outbreak reports with analyzed case-based data,proportion,2025-Wk28-52,0,1,1,0,0
ET050898,Kohle /Qoxle,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk03-15,1,1,1,100,100
ET050898,Kohle /Qoxle,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk16-27,1,1,1,100,100
ET050898,Kohle /Qoxle,Somali,Afder,PHEM_OFFICER,Preparedness,Health facilities with PHEM officer,proportion,2025-Wk28-52,1,1,1,100,100
ET050898,Kohle /Qoxle,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RESP_2448,Response,Confirmed outbreaks with response within 24-48 hours,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk03-15,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk16-27,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RISK_MAP,Preparedness,Districts conducting risk & resource mapping,proportion,2025-Wk28-52,0,0,1,NA,NA
ET050898,Kohle /Qoxle,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk03-15,1,2,1,50,50
ET050898,Kohle /Qoxle,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk16-27,1,2,1,50,50
ET050898,Kohle /Qoxle,Somali,Afder,RPT_COMPLETE,Reporting,Surveillance reports submitted completely (completeness),proportion,2025-Wk28-52,1,2,1,50,50
ET050898,Kohle /Qoxle,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk03-15,1,2,1,50,50
ET050898,Kohle /Qoxle,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk16-27,1,2,1,50,50
ET050898,Kohle /Qoxle,Somali,Afder,RPT_TIMELY,Reporting,Surveillance reports submitted on time (timeliness),proportion,2025-Wk28-52,1,2,1,50,50
ET050899,God-God,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk03-15,0,0,1,NA,NA
ET050899,God-God,Somali,Afder,ATTACK_RATE,Response,Attack rate per outbreak (per population at risk),rate,2025-Wk16-27,0,0,1,NA,NA
