period,region,indicator,label,value_pct,pct_reported
2025-Wk03-15,Dire Dawa,RISK_MAP,Districts conducting risk & resource mapping,100,94.4
2025-Wk03-15,Dire Dawa,EPR_FUNDS,Districts with EPR funds / budget line,0,94.4
2025-Wk03-15,Dire Dawa,CONTINGENCY,Districts with contingency stocks (3-6 months),100,94.4
2025-Wk03-15,Dire Dawa,PHEM_OFFICER,Health facilities with PHEM officer,0,94.4
2025-Wk03-15,Dire Dawa,DHIS2_RPT,Districts reporting weekly via DHIS2,100,94.4
2025-Wk03-15,Dire Dawa,COORD_PLATFORM,Districts with functional coordination platform / RRT,100,94.4
2025-Wk16-27,Dire Dawa,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk16-27,Dire Dawa,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk16-27,Dire Dawa,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk16-27,Dire Dawa,RPT_TIMELY,Surveillance reports submitted on time (timeliness),95.23809523809524,100
2025-Wk16-27,Dire Dawa,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk16-27,Dire Dawa,CB_ELIM,Case-based reporting: elimination/eradication diseases,74.66666666666667,100
2025-Wk16-27,Dire Dawa,CB_EVENTS,Case-based reporting: selected events/conditions,100,100
2025-Wk16-27,Dire Dawa,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk16-27,Dire Dawa,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk16-27,Dire Dawa,LINEGRAPH,Current line graph available for priority diseases,NA,0
2025-Wk16-27,Dire Dawa,OBR_ANALYZED,Outbreak reports with analyzed case-based data,NA,100
2025-Wk16-27,Dire Dawa,LAB_7D,Outbreaks with laboratory results within 7 days,NA,0
2025-Wk16-27,Dire Dawa,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk16-27,Dire Dawa,EPI_DETECT_REG,Epidemics detected at regional level from district data,NA,94.4
2025-Wk16-27,Dire Dawa,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,100,94.4
2025-Wk16-27,Dire Dawa,RISK_MAP,Districts conducting risk & resource mapping,100,94.4
2025-Wk16-27,Dire Dawa,EPR_FUNDS,Districts with EPR funds / budget line,0,94.4
2025-Wk16-27,Dire Dawa,CONTINGENCY,Districts with contingency stocks (3-6 months),100,94.4
2025-Wk16-27,Dire Dawa,PHEM_OFFICER,Health facilities with PHEM officer,0,94.4
2025-Wk16-27,Dire Dawa,DHIS2_RPT,Districts reporting weekly via DHIS2,100,94.4
2025-Wk16-27,Dire Dawa,COORD_PLATFORM,Districts with functional coordination platform / RRT,100,94.4
2025-Wk28-52,Dire Dawa,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk28-52,Dire Dawa,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Dire Dawa,DETECT_7D,Outbreaks detected within 7 days,100,100
2025-Wk28-52,Dire Dawa,RPT_TIMELY,Surveillance reports submitted on time (timeliness),100,100
2025-Wk28-52,Dire Dawa,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk28-52,Dire Dawa,CB_ELIM,Case-based reporting: elimination/eradication diseases,96.44549763033176,100
2025-Wk28-52,Dire Dawa,CB_EVENTS,Case-based reporting: selected events/conditions,100,100
2025-Wk28-52,Dire Dawa,NOTIFY_24H,Suspected outbreaks notified within 24 hours,100,100
2025-Wk28-52,Dire Dawa,NOTIFY_30M,Immediately reportable events notified within 30 minutes,100,100
2025-Wk28-52,Dire Dawa,LINEGRAPH,Current line graph available for priority diseases,NA,0
2025-Wk28-52,Dire Dawa,OBR_ANALYZED,Outbreak reports with analyzed case-based data,NA,100
2025-Wk28-52,Dire Dawa,LAB_7D,Outbreaks with laboratory results within 7 days,NA,0
2025-Wk28-52,Dire Dawa,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk28-52,Dire Dawa,EPI_DETECT_REG,Epidemics detected at regional level from district data,100,100
2025-Wk28-52,Dire Dawa,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,100,100
2025-Wk28-52,Dire Dawa,RISK_MAP,Districts conducting risk & resource mapping,100,100
2025-Wk28-52,Dire Dawa,EPR_FUNDS,Districts with EPR funds / budget line,5.555555555555555,100
2025-Wk28-52,Dire Dawa,CONTINGENCY,Districts with contingency stocks (3-6 months),100,100
2025-Wk28-52,Dire Dawa,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,Dire Dawa,DHIS2_RPT,Districts reporting weekly via DHIS2,100,100
2025-Wk28-52,Dire Dawa,COORD_PLATFORM,Districts with functional coordination platform / RRT,100,100
2025-Wk03-15,Gambella,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),100,100
2025-Wk03-15,Gambella,EBS_DETECT,Outbreaks detected through event-based surveillance,11.11111111111111,100
2025-Wk03-15,Gambella,DETECT_7D,Outbreaks detected within 7 days,100,64.3
2025-Wk03-15,Gambella,RPT_TIMELY,Surveillance reports submitted on time (timeliness),78.02197802197803,100
2025-Wk03-15,Gambella,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk03-15,Gambella,CB_ELIM,Case-based reporting: elimination/eradication diseases,93.17725752508362,100
2025-Wk03-15,Gambella,CB_EVENTS,Case-based reporting: selected events/conditions,0,100
2025-Wk03-15,Gambella,NOTIFY_24H,Suspected outbreaks notified within 24 hours,100,100
2025-Wk03-15,Gambella,NOTIFY_30M,Immediately reportable events notified within 30 minutes,77.77777777777777,100
2025-Wk03-15,Gambella,LINEGRAPH,Current line graph available for priority diseases,0,100
2025-Wk03-15,Gambella,OBR_ANALYZED,Outbreak reports with analyzed case-based data,64.28571428571429,100
2025-Wk03-15,Gambella,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk03-15,Gambella,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk03-15,Gambella,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,64.28571428571429,100
2025-Wk03-15,Gambella,RISK_MAP,Districts conducting risk & resource mapping,64.28571428571429,100
2025-Wk03-15,Gambella,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk03-15,Gambella,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk03-15,Gambella,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk03-15,Gambella,DHIS2_RPT,Districts reporting weekly via DHIS2,0,100
2025-Wk03-15,Gambella,COORD_PLATFORM,Districts with functional coordination platform / RRT,5.921052631578948,100
2025-Wk16-27,Gambella,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk16-27,Gambella,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk16-27,Gambella,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk16-27,Gambella,RPT_TIMELY,Surveillance reports submitted on time (timeliness),70.87912087912088,100
2025-Wk16-27,Gambella,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk16-27,Gambella,CB_ELIM,Case-based reporting: elimination/eradication diseases,NA,100
2025-Wk16-27,Gambella,CB_EVENTS,Case-based reporting: selected events/conditions,NA,100
2025-Wk16-27,Gambella,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk16-27,Gambella,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk16-27,Gambella,LINEGRAPH,Current line graph available for priority diseases,0,100
2025-Wk16-27,Gambella,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk16-27,Gambella,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk16-27,Gambella,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk16-27,Gambella,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,64.28571428571429,100
2025-Wk16-27,Gambella,RISK_MAP,Districts conducting risk & resource mapping,64.28571428571429,100
2025-Wk16-27,Gambella,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk16-27,Gambella,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk16-27,Gambella,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk16-27,Gambella,DHIS2_RPT,Districts reporting weekly via DHIS2,5.921052631578948,100
2025-Wk16-27,Gambella,COORD_PLATFORM,Districts with functional coordination platform / RRT,5.921052631578948,100
2025-Wk28-52,Gambella,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),0,100
2025-Wk28-52,Gambella,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Gambella,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk28-52,Gambella,RPT_TIMELY,Surveillance reports submitted on time (timeliness),83.71428571428571,100
2025-Wk28-52,Gambella,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk28-52,Gambella,CB_ELIM,Case-based reporting: elimination/eradication diseases,NA,100
2025-Wk28-52,Gambella,CB_EVENTS,Case-based reporting: selected events/conditions,NA,100
2025-Wk28-52,Gambella,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,100
2025-Wk28-52,Gambella,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk28-52,Gambella,LINEGRAPH,Current line graph available for priority diseases,0,100
2025-Wk28-52,Gambella,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk28-52,Gambella,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk28-52,Gambella,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk28-52,Gambella,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,64.28571428571429,100
2025-Wk28-52,Gambella,RISK_MAP,Districts conducting risk & resource mapping,64.28571428571429,100
2025-Wk28-52,Gambella,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk28-52,Gambella,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk28-52,Gambella,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,Gambella,DHIS2_RPT,Districts reporting weekly via DHIS2,5.921052631578948,100
2025-Wk28-52,Gambella,COORD_PLATFORM,Districts with functional coordination platform / RRT,5.921052631578948,100
2025-Wk03-15,Harari,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),33.333333333333336,100
2025-Wk03-15,Harari,EBS_DETECT,Outbreaks detected through event-based surveillance,75,100
2025-Wk03-15,Harari,DETECT_7D,Outbreaks detected within 7 days,75,100
2025-Wk03-15,Harari,RPT_TIMELY,Surveillance reports submitted on time (timeliness),100,100
2025-Wk03-15,Harari,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk03-15,Harari,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk03-15,Harari,CB_EVENTS,Case-based reporting: selected events/conditions,NA,100
2025-Wk03-15,Harari,NOTIFY_24H,Suspected outbreaks notified within 24 hours,0,100
2025-Wk03-15,Harari,NOTIFY_30M,Immediately reportable events notified within 30 minutes,0,100
2025-Wk03-15,Harari,LINEGRAPH,Current line graph available for priority diseases,44.44444444444444,100
2025-Wk03-15,Harari,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk03-15,Harari,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk03-15,Harari,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk03-15,Harari,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,11.11111111111111,100
2025-Wk03-15,Harari,RISK_MAP,Districts conducting risk & resource mapping,11.11111111111111,100
2025-Wk03-15,Harari,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk03-15,Harari,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk03-15,Harari,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk03-15,Harari,DHIS2_RPT,Districts reporting weekly via DHIS2,69.23076923076923,100
2025-Wk03-15,Harari,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
2025-Wk16-27,Harari,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),0,100
2025-Wk16-27,Harari,EBS_DETECT,Outbreaks detected through event-based surveillance,0,100
2025-Wk16-27,Harari,DETECT_7D,Outbreaks detected within 7 days,100,100
2025-Wk16-27,Harari,RPT_TIMELY,Surveillance reports submitted on time (timeliness),100,100
2025-Wk16-27,Harari,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk16-27,Harari,CB_ELIM,Case-based reporting: elimination/eradication diseases,90.70034443168772,100
2025-Wk16-27,Harari,CB_EVENTS,Case-based reporting: selected events/conditions,95.76271186440678,100
2025-Wk16-27,Harari,NOTIFY_24H,Suspected outbreaks notified within 24 hours,75,100
2025-Wk16-27,Harari,NOTIFY_30M,Immediately reportable events notified within 30 minutes,56.25,100
2025-Wk16-27,Harari,LINEGRAPH,Current line graph available for priority diseases,44.44444444444444,100
2025-Wk16-27,Harari,OBR_ANALYZED,Outbreak reports with analyzed case-based data,3.703703703703704,100
2025-Wk16-27,Harari,LAB_7D,Outbreaks with laboratory results within 7 days,100,100
2025-Wk16-27,Harari,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk16-27,Harari,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,11.11111111111111,100
2025-Wk16-27,Harari,RISK_MAP,Districts conducting risk & resource mapping,11.11111111111111,100
2025-Wk16-27,Harari,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk16-27,Harari,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk16-27,Harari,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk16-27,Harari,DHIS2_RPT,Districts reporting weekly via DHIS2,15.254237288135592,100
2025-Wk16-27,Harari,COORD_PLATFORM,Districts with functional coordination platform / RRT,0,100
2025-Wk28-52,Harari,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk28-52,Harari,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Harari,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk28-52,Harari,RPT_TIMELY,Surveillance reports submitted on time (timeliness),100,100
2025-Wk28-52,Harari,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk28-52,Harari,CB_ELIM,Case-based reporting: elimination/eradication diseases,88.46153846153847,100
2025-Wk28-52,Harari,CB_EVENTS,Case-based reporting: selected events/conditions,6.341463414634147,100
2025-Wk28-52,Harari,NOTIFY_24H,Suspected outbreaks notified within 24 hours,0,100
2025-Wk28-52,Harari,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk28-52,Harari,LINEGRAPH,Current line graph available for priority diseases,100,100
2025-Wk28-52,Harari,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk28-52,Harari,LAB_7D,Outbreaks with laboratory results within 7 days,NA,100
2025-Wk28-52,Harari,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,100
2025-Wk28-52,Harari,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,100,100
2025-Wk28-52,Harari,RISK_MAP,Districts conducting risk & resource mapping,100,100
2025-Wk28-52,Harari,EPR_FUNDS,Districts with EPR funds / budget line,0,100
2025-Wk28-52,Harari,CONTINGENCY,Districts with contingency stocks (3-6 months),0,100
2025-Wk28-52,Harari,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,Harari,DHIS2_RPT,Districts reporting weekly via DHIS2,60,100
2025-Wk28-52,Harari,COORD_PLATFORM,Districts with functional coordination platform / RRT,60,100
2025-Wk03-15,Oromia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk03-15,Oromia,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk03-15,Oromia,DETECT_7D,Outbreaks detected within 7 days,81.3953488372093,10.8
2025-Wk03-15,Oromia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),88.48133848133848,98.9
2025-Wk03-15,Oromia,CB_ELIM,Case-based reporting: elimination/eradication diseases,44.144578313253014,10.6
2025-Wk03-15,Oromia,CB_EVENTS,Case-based reporting: selected events/conditions,13.833528722157093,100
2025-Wk03-15,Oromia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,0
2025-Wk03-15,Oromia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,0
2025-Wk03-15,Oromia,LINEGRAPH,Current line graph available for priority diseases,NA,98.9
2025-Wk03-15,Oromia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,20.833333333333332,100
2025-Wk03-15,Oromia,LAB_7D,Outbreaks with laboratory results within 7 days,NA,0
2025-Wk03-15,Oromia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,0
2025-Wk03-15,Oromia,EPI_DETECT_REG,Epidemics detected at regional level from district data,NA,100
2025-Wk03-15,Oromia,RISK_MAP,Districts conducting risk & resource mapping,NA,81.5
2025-Wk03-15,Oromia,EPR_FUNDS,Districts with EPR funds / budget line,NA,81.5
2025-Wk03-15,Oromia,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,81.5
2025-Wk03-15,Oromia,PHEM_OFFICER,Health facilities with PHEM officer,0,99.1
2025-Wk03-15,Oromia,DHIS2_RPT,Districts reporting weekly via DHIS2,NA,99.1
2025-Wk03-15,Oromia,COORD_PLATFORM,Districts with functional coordination platform / RRT,NA,99.1
2025-Wk16-27,Oromia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk16-27,Oromia,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk16-27,Oromia,DETECT_7D,Outbreaks detected within 7 days,89.65517241379311,7
2025-Wk16-27,Oromia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),88.37820091923834,99.1
2025-Wk16-27,Oromia,CB_ELIM,Case-based reporting: elimination/eradication diseases,78.76447876447877,2.8
2025-Wk16-27,Oromia,CB_EVENTS,Case-based reporting: selected events/conditions,46.87116564417178,98.4
2025-Wk16-27,Oromia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,73.07692307692308,6
2025-Wk16-27,Oromia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,73.07692307692308,6
2025-Wk16-27,Oromia,LINEGRAPH,Current line graph available for priority diseases,100,98.8
2025-Wk16-27,Oromia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,22.89156626506024,99.3
2025-Wk16-27,Oromia,LAB_7D,Outbreaks with laboratory results within 7 days,100,5.1
2025-Wk16-27,Oromia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,6
2025-Wk16-27,Oromia,EPI_DETECT_REG,Epidemics detected at regional level from district data,NA,99.8
2025-Wk16-27,Oromia,RISK_MAP,Districts conducting risk & resource mapping,100,80.9
2025-Wk16-27,Oromia,EPR_FUNDS,Districts with EPR funds / budget line,0,80.9
2025-Wk16-27,Oromia,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,80.9
2025-Wk16-27,Oromia,PHEM_OFFICER,Health facilities with PHEM officer,0,99.3
2025-Wk16-27,Oromia,DHIS2_RPT,Districts reporting weekly via DHIS2,27.635887360838243,100
2025-Wk16-27,Oromia,COORD_PLATFORM,Districts with functional coordination platform / RRT,NA,99.3
2025-Wk28-52,Oromia,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk28-52,Oromia,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Oromia,DETECT_7D,Outbreaks detected within 7 days,87.5,100
2025-Wk28-52,Oromia,RPT_TIMELY,Surveillance reports submitted on time (timeliness),97.77777777777776,100
2025-Wk28-52,Oromia,CB_ELIM,Case-based reporting: elimination/eradication diseases,44.35146443514645,100
2025-Wk28-52,Oromia,CB_EVENTS,Case-based reporting: selected events/conditions,8.474576271186441,100
2025-Wk28-52,Oromia,NOTIFY_24H,Suspected outbreaks notified within 24 hours,NA,0
2025-Wk28-52,Oromia,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,0
2025-Wk28-52,Oromia,LINEGRAPH,Current line graph available for priority diseases,NA,100
2025-Wk28-52,Oromia,OBR_ANALYZED,Outbreak reports with analyzed case-based data,NA,100
2025-Wk28-52,Oromia,LAB_7D,Outbreaks with laboratory results within 7 days,NA,0
2025-Wk28-52,Oromia,RESP_2448,Confirmed outbreaks with response within 24-48 hours,NA,0
2025-Wk28-52,Oromia,EPI_DETECT_REG,Epidemics detected at regional level from district data,NA,100
2025-Wk28-52,Oromia,RISK_MAP,Districts conducting risk & resource mapping,NA,100
2025-Wk28-52,Oromia,EPR_FUNDS,Districts with EPR funds / budget line,NA,100
2025-Wk28-52,Oromia,CONTINGENCY,Districts with contingency stocks (3-6 months),NA,100
2025-Wk28-52,Oromia,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,Oromia,DHIS2_RPT,Districts reporting weekly via DHIS2,NA,100
2025-Wk28-52,Oromia,COORD_PLATFORM,Districts with functional coordination platform / RRT,NA,100
2025-Wk03-15,Sidama,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk03-15,Sidama,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk03-15,Sidama,DETECT_7D,Outbreaks detected within 7 days,100,100
2025-Wk03-15,Sidama,RPT_TIMELY,Surveillance reports submitted on time (timeliness),98.78542510121456,100
2025-Wk03-15,Sidama,RPT_COMPLETE,Surveillance reports submitted completely (completeness),100,100
2025-Wk03-15,Sidama,CB_ELIM,Case-based reporting: elimination/eradication diseases,59.84251968503937,100
2025-Wk03-15,Sidama,CB_EVENTS,Case-based reporting: selected events/conditions,42.97520661157025,100
2025-Wk03-15,Sidama,NOTIFY_24H,Suspected outbreaks notified within 24 hours,100,100
2025-Wk03-15,Sidama,NOTIFY_30M,Immediately reportable events notified within 30 minutes,NA,100
2025-Wk03-15,Sidama,LINEGRAPH,Current line graph available for priority diseases,36.8421052631579,100
2025-Wk03-15,Sidama,OBR_ANALYZED,Outbreak reports with analyzed case-based data,0,100
2025-Wk03-15,Sidama,LAB_7D,Outbreaks with laboratory results within 7 days,0,100
2025-Wk03-15,Sidama,RESP_2448,Confirmed outbreaks with response within 24-48 hours,100,100
2025-Wk03-15,Sidama,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,57.89473684210526,100
2025-Wk03-15,Sidama,RISK_MAP,Districts conducting risk & resource mapping,57.89473684210526,100
2025-Wk03-15,Sidama,EPR_FUNDS,Districts with EPR funds / budget line,15.789473684210526,100
2025-Wk03-15,Sidama,CONTINGENCY,Districts with contingency stocks (3-6 months),15.789473684210526,100
2025-Wk03-15,Sidama,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk03-15,Sidama,DHIS2_RPT,Districts reporting weekly via DHIS2,25.899280575539567,100
2025-Wk03-15,Sidama,COORD_PLATFORM,Districts with functional coordination platform / RRT,12.23021582733813,100
2025-Wk16-27,Sidama,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk16-27,Sidama,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk16-27,Sidama,DETECT_7D,Outbreaks detected within 7 days,100,100
2025-Wk16-27,Sidama,RPT_TIMELY,Surveillance reports submitted on time (timeliness),97.36842105263158,100
2025-Wk16-27,Sidama,RPT_COMPLETE,Surveillance reports submitted completely (completeness),99.34210526315788,100
2025-Wk16-27,Sidama,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk16-27,Sidama,CB_EVENTS,Case-based reporting: selected events/conditions,17.225950782997764,100
2025-Wk16-27,Sidama,NOTIFY_24H,Suspected outbreaks notified within 24 hours,0,100
2025-Wk16-27,Sidama,NOTIFY_30M,Immediately reportable events notified within 30 minutes,0,100
2025-Wk16-27,Sidama,LINEGRAPH,Current line graph available for priority diseases,36.8421052631579,100
2025-Wk16-27,Sidama,OBR_ANALYZED,Outbreak reports with analyzed case-based data,2.6315789473684212,100
2025-Wk16-27,Sidama,LAB_7D,Outbreaks with laboratory results within 7 days,100,100
2025-Wk16-27,Sidama,RESP_2448,Confirmed outbreaks with response within 24-48 hours,0,100
2025-Wk16-27,Sidama,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,60.526315789473685,100
2025-Wk16-27,Sidama,RISK_MAP,Districts conducting risk & resource mapping,60.526315789473685,100
2025-Wk16-27,Sidama,EPR_FUNDS,Districts with EPR funds / budget line,15.789473684210526,100
2025-Wk16-27,Sidama,CONTINGENCY,Districts with contingency stocks (3-6 months),26.31578947368421,100
2025-Wk16-27,Sidama,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk16-27,Sidama,DHIS2_RPT,Districts reporting weekly via DHIS2,23.75,100
2025-Wk16-27,Sidama,COORD_PLATFORM,Districts with functional coordination platform / RRT,12.5,100
2025-Wk28-52,Sidama,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk28-52,Sidama,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk28-52,Sidama,DETECT_7D,Outbreaks detected within 7 days,100,100
2025-Wk28-52,Sidama,RPT_TIMELY,Surveillance reports submitted on time (timeliness),98.07692307692308,100
2025-Wk28-52,Sidama,RPT_COMPLETE,Surveillance reports submitted completely (completeness),99.2914979757085,100
2025-Wk28-52,Sidama,CB_ELIM,Case-based reporting: elimination/eradication diseases,100,100
2025-Wk28-52,Sidama,CB_EVENTS,Case-based reporting: selected events/conditions,62.295081967213115,100
2025-Wk28-52,Sidama,NOTIFY_24H,Suspected outbreaks notified within 24 hours,100,100
2025-Wk28-52,Sidama,NOTIFY_30M,Immediately reportable events notified within 30 minutes,75,100
2025-Wk28-52,Sidama,LINEGRAPH,Current line graph available for priority diseases,39.473684210526315,100
2025-Wk28-52,Sidama,OBR_ANALYZED,Outbreak reports with analyzed case-based data,10.526315789473683,100
2025-Wk28-52,Sidama,LAB_7D,Outbreaks with laboratory results within 7 days,100,100
2025-Wk28-52,Sidama,RESP_2448,Confirmed outbreaks with response within 24-48 hours,50,100
2025-Wk28-52,Sidama,EPRP_PLAN,Districts with EPRP (preparedness & response) plans,100,100
2025-Wk28-52,Sidama,RISK_MAP,Districts conducting risk & resource mapping,100,100
2025-Wk28-52,Sidama,EPR_FUNDS,Districts with EPR funds / budget line,23.68421052631579,100
2025-Wk28-52,Sidama,CONTINGENCY,Districts with contingency stocks (3-6 months),34.21052631578947,100
2025-Wk28-52,Sidama,PHEM_OFFICER,Health facilities with PHEM officer,0,100
2025-Wk28-52,Sidama,DHIS2_RPT,Districts reporting weekly via DHIS2,23.75,100
2025-Wk28-52,Sidama,COORD_PLATFORM,Districts with functional coordination platform / RRT,12.5,100
2025-Wk03-15,Somali,EBS_PPV,Confirmed outbreaks among suspected events (EBS sensitivity),NA,100
2025-Wk03-15,Somali,EBS_DETECT,Outbreaks detected through event-based surveillance,NA,100
2025-Wk03-15,Somali,DETECT_7D,Outbreaks detected within 7 days,NA,100
2025-Wk03-15,Somali,RPT_TIMELY,Surveillance reports submitted on time (timeliness),70.25641025641026,100
2025-Wk03-15,Somali,RPT_COMPLETE,Surveillance reports submitted completely (completeness),59.583333333333336,100
2025-Wk03-15,Somali,CB_ELIM,Case-based reporting: elimination/eradication diseases,NA,100
2025-Wk03-15,Somali,CB_EVENTS,Case-based reporting: selected events/conditions,100,100
